post_title,datetime,sentiment_scores,sentiment,topic,new_post_content
Labor would deport visa holders convicted of crimes but tweak rules to ease New Zealand tensions,2022-05-19T17:30:02Z,-0.0772,negative,controversies,labor deport visa holders convicted crimes tweak rules ease new zealand tensions
Labor would deport visa holders convicted of crimes but tweak rules to ease New Zealand tensions,2022-05-19T17:30:02Z,-0.0772,negative,migration policy,labor deport visa holders convicted crimes tweak rules ease new zealand tensions
Labor would deport visa holders convicted of crimes but tweak rules to ease New Zealand tensions,2022-05-19T17:30:02Z,-0.0772,negative,international relations,labor deport visa holders convicted crimes tweak rules ease new zealand tensions
‘Got your visa?’: Victoria’s coastal enclave of Rye is holding fast to its barefoot roots,2022-04-23T20:00:03Z,0.0,neutral,regional visa,‘got visa?’: victoria’s coastal enclave rye holding fast barefoot roots
‘Got your visa?’: Victoria’s coastal enclave of Rye is holding fast to its barefoot roots,2022-04-23T20:00:03Z,0.0,neutral,community events,‘got visa?’: victoria’s coastal enclave rye holding fast barefoot roots
"Djokovic case exposes ‘dysfunctional and dangerous’ Australian visa rules, experts say",2022-01-17T03:45:08Z,-0.128,negative,controversies,"djokovic case exposes ‘dysfunctional dangerous’ australian visa rules, experts say"
"Djokovic case exposes ‘dysfunctional and dangerous’ Australian visa rules, experts say",2022-01-17T03:45:08Z,-0.128,negative,controversies,"djokovic case exposes ‘dysfunctional dangerous’ australian visa rules, experts say"
Novak Djokovic wins appeal against decision to cancel his Australian visa,2022-01-10T06:44:26Z,0.4019,negative,key individuals,novak djokovic wins appeal decision cancel australian visa
Novak Djokovic wins appeal against decision to cancel his Australian visa,2022-01-10T06:44:26Z,0.4019,negative,visa application,novak djokovic wins appeal decision cancel australian visa
Labor urged to improve work rights for people on bridging visas amid skilled migration push,2022-08-31T17:30:32Z,0.4404,neutral,employment,labor urged improve work rights people bridging visas amid skilled migration push
Labor urged to improve work rights for people on bridging visas amid skilled migration push,2022-08-31T17:30:32Z,0.4404,neutral,employment,labor urged improve work rights people bridging visas amid skilled migration push
Serbian president decries Novak Djokovic ‘harassment’ amid reaction to visa cancellation,2022-01-06T16:20:28Z,0.0,neutral,international relations,serbian president decries novak djokovic ‘harassment’ amid reaction visa cancellation
Serbian president decries Novak Djokovic ‘harassment’ amid reaction to visa cancellation,2022-01-06T16:20:28Z,0.0,neutral,visa cancellation,serbian president decries novak djokovic ‘harassment’ amid reaction visa cancellation
International borders reopening: Australian visa holders make plans to reunite with loved ones,2022-02-08T16:30:28Z,0.5994,positive,visa-related,international borders reopening: australian visa holders make plans reunite loved ones
Albanese government to radically streamline migration with three-tiered system for skilled workers,2023-04-27T07:40:36Z,0.0,neutral,albanese government,albanese government radically streamline migration three-tiered skilled workers
Albanese government to radically streamline migration with three-tiered system for skilled workers,2023-04-27T07:40:36Z,0.0,neutral,migration policy,albanese government radically streamline migration three-tiered skilled workers
Albanese government to radically streamline migration with three-tiered system for skilled workers,2023-04-27T07:40:36Z,0.0,neutral,employment,albanese government radically streamline migration three-tiered skilled workers
Novak Djokovic awaits Australia visa ruling after lawyers debate his vaccination views,2022-01-16T04:40:34Z,0.0772,neutral,key individuals,novak djokovic awaits australia visa ruling lawyers debate vaccination views
Novak Djokovic awaits Australia visa ruling after lawyers debate his vaccination views,2022-01-16T04:40:34Z,0.0772,neutral,legal issues,novak djokovic awaits australia visa ruling lawyers debate vaccination views
"Morrison government dragging out Djokovic visa saga ‘as a distraction’, Labor says",2022-01-14T06:21:44Z,0.0,neutral,government policy,"morrison government dragging djokovic visa saga ‘as distraction’, labor says"
"Morrison government dragging out Djokovic visa saga ‘as a distraction’, Labor says",2022-01-14T06:21:44Z,0.0,neutral,key events saga,"morrison government dragging djokovic visa saga ‘as distraction’, labor says"
"Morrison government dragging out Djokovic visa saga ‘as a distraction’, Labor says",2022-01-14T06:21:44Z,0.0,neutral,government policy,"morrison government dragging djokovic visa saga ‘as distraction’, labor says"
Aged care staff locked out of Australia due to government’s bridging visa stance,2022-02-02T16:30:28Z,0.4939,neutral,employment,aged care staff locked australia government’s bridging visa stance
Aged care staff locked out of Australia due to government’s bridging visa stance,2022-02-02T16:30:28Z,0.4939,neutral,visa policy,aged care staff locked australia government’s bridging visa stance
Labor helps Coalition pass its visa cancellation character test bill in the lower house,2022-02-16T04:15:54Z,0.1027,negative,government policy,labor helps coalition pass visa cancellation character test lower house
Labor helps Coalition pass its visa cancellation character test bill in the lower house,2022-02-16T04:15:54Z,0.1027,negative,visa policy,labor helps coalition pass visa cancellation character test lower house
Underfire Tennis Australia boss Craig Tiley refuses to resign over Djokovic visa saga,2022-01-20T09:43:25Z,-0.34,negative,key individuals,underfire tennis australia boss craig tiley refuses resign djokovic visa saga
Underfire Tennis Australia boss Craig Tiley refuses to resign over Djokovic visa saga,2022-01-20T09:43:25Z,-0.34,negative,key events saga,underfire tennis australia boss craig tiley refuses resign djokovic visa saga
Locked-out New Zealanders outraged as visa scheme for rich foreigners resumes,2021-12-24T00:02:58Z,0.0258,negative,new zealanders,locked-out new zealanders outraged visa scheme rich foreigners resumes
Locked-out New Zealanders outraged as visa scheme for rich foreigners resumes,2021-12-24T00:02:58Z,0.0258,negative,visa policy,locked-out new zealanders outraged visa scheme rich foreigners resumes
Locked-out New Zealanders outraged as visa scheme for rich foreigners resumes,2021-12-24T00:02:58Z,0.0258,negative,investment visa,locked-out new zealanders outraged visa scheme rich foreigners resumes
Dfat bungle delayed visas for former Afghan embassy employees at risk from Taliban,2022-07-01T20:00:25Z,-0.4588,negative,controversies,dfat bungle delayed visas afghan embassy employees risk taliban
Dfat bungle delayed visas for former Afghan embassy employees at risk from Taliban,2022-07-01T20:00:25Z,-0.4588,negative,key individuals,dfat bungle delayed visas afghan embassy employees risk taliban
Novak Djokovic: Liberal MPs divided over whether Australian government should again cancel visa,2022-01-10T23:38:13Z,-0.25,negative,key individuals,novak djokovic: liberal mps divided australian government cancel visa
Novak Djokovic: Liberal MPs divided over whether Australian government should again cancel visa,2022-01-10T23:38:13Z,-0.25,negative,government policy,novak djokovic: liberal mps divided australian government cancel visa
Novak Djokovic: Liberal MPs divided over whether Australian government should again cancel visa,2022-01-10T23:38:13Z,-0.25,negative,australian government,novak djokovic: liberal mps divided australian government cancel visa
Novak Djokovic to remain in detention during court challenge to Australian visa cancellation,2022-01-06T08:50:52Z,-0.296,negative,key individuals,novak djokovic remain detention court challenge australian visa cancellation
Novak Djokovic to remain in detention during court challenge to Australian visa cancellation,2022-01-06T08:50:52Z,-0.296,negative,court challenge,novak djokovic remain detention court challenge australian visa cancellation
Novak Djokovic to remain in detention during court challenge to Australian visa cancellation,2022-01-06T08:50:52Z,-0.296,negative,visa application cancellation,novak djokovic remain detention court challenge australian visa cancellation
Migration rebound slowed by Australians leaving the country since borders reopened,2022-08-21T17:30:15Z,0.0,neutral,,migration rebound slowed australians leaving country borders reopened
‘Profound anxiety’ for visa holders locked out of Australia despite border reopening,2021-12-08T16:30:47Z,0.0,neutral,social policy,‘profound anxiety’ visa holders locked australia despite border reopening
‘Profound anxiety’ for visa holders locked out of Australia despite border reopening,2021-12-08T16:30:47Z,0.0,neutral,visa-related,‘profound anxiety’ visa holders locked australia despite border reopening
Hong Kong denies visa to Economist journalist in latest media blow,2021-11-13T07:16:52Z,-0.4215,negative,international relations,hong kong denies visa economist journalist latest media blow
Hong Kong denies visa to Economist journalist in latest media blow,2021-11-13T07:16:52Z,-0.4215,negative,key individuals,hong kong denies visa economist journalist latest media blow
Hong Kong denies visa to Economist journalist in latest media blow,2021-11-13T07:16:52Z,-0.4215,negative,news,hong kong denies visa economist journalist latest media blow
Novak Djokovic visa: Australian minister Alex Hawke says risk of ‘civil unrest’ behind cancellation,2022-01-15T04:38:43Z,-0.2732,negative,key individualsn minister key individuals,novak djokovic visa: australian minister alex hawke says risk ‘civil unrest’ cancellation
Novak Djokovic visa: Australian minister Alex Hawke says risk of ‘civil unrest’ behind cancellation,2022-01-15T04:38:43Z,-0.2732,negative,social policy,novak djokovic visa: australian minister alex hawke says risk ‘civil unrest’ cancellation
Novak Djokovic included in delayed Australian Open draw as wait on visa decision continues,2022-01-13T06:02:02Z,-0.2263,negative,key individuals,novak djokovic included delayed australian open draw wait visa decision continues
Novak Djokovic included in delayed Australian Open draw as wait on visa decision continues,2022-01-13T06:02:02Z,-0.2263,negative,visa policy,novak djokovic included delayed australian open draw wait visa decision continues
"Refugee advocates want review of minister’s ‘godlike’ powers, as Djokovic waits on visa verdict",2022-01-13T00:48:52Z,0.2263,neutral,refugee advocates,"refugee advocates want review minister’s ‘godlike’ powers, djokovic waits visa verdict"
"Refugee advocates want review of minister’s ‘godlike’ powers, as Djokovic waits on visa verdict",2022-01-13T00:48:52Z,0.2263,neutral,government policy,"refugee advocates want review minister’s ‘godlike’ powers, djokovic waits visa verdict"
"Refugee advocates want review of minister’s ‘godlike’ powers, as Djokovic waits on visa verdict",2022-01-13T00:48:52Z,0.2263,neutral,key individuals,"refugee advocates want review minister’s ‘godlike’ powers, djokovic waits visa verdict"
"Refugee advocates want review of minister’s ‘godlike’ powers, as Djokovic waits on visa verdict",2022-01-13T00:48:52Z,0.2263,neutral,visa policy,"refugee advocates want review minister’s ‘godlike’ powers, djokovic waits visa verdict"
Craig Tiley privately praises staff for ‘unbelievable job’ as Djokovic visa saga drags on,2022-01-08T05:00:14Z,0.4019,neutral,key individuals,craig tiley privately praises staff ‘unbelievable job’ djokovic visa saga drags
Craig Tiley privately praises staff for ‘unbelievable job’ as Djokovic visa saga drags on,2022-01-08T05:00:14Z,0.4019,neutral,employment,craig tiley privately praises staff ‘unbelievable job’ djokovic visa saga drags
Craig Tiley privately praises staff for ‘unbelievable job’ as Djokovic visa saga drags on,2022-01-08T05:00:14Z,0.4019,neutral,employment,craig tiley privately praises staff ‘unbelievable job’ djokovic visa saga drags
Craig Tiley privately praises staff for ‘unbelievable job’ as Djokovic visa saga drags on,2022-01-08T05:00:14Z,0.4019,neutral,controversies,craig tiley privately praises staff ‘unbelievable job’ djokovic visa saga drags
‘Every day I am fearful’: Afghans with Australian visas wait in limbo a year after the fall of Kabul,2022-08-14T17:30:17Z,0.0,neutral,asylum policy,‘every day fearful’: afghans australian visas wait limbo year fall kabul
‘Every day I am fearful’: Afghans with Australian visas wait in limbo a year after the fall of Kabul,2022-08-14T17:30:17Z,0.0,neutral,visa applications,‘every day fearful’: afghans australian visas wait limbo year fall kabul
‘Every day I am fearful’: Afghans with Australian visas wait in limbo a year after the fall of Kabul,2022-08-14T17:30:17Z,0.0,neutral,asylum policy,‘every day fearful’: afghans australian visas wait limbo year fall kabul
Novak Djokovic visa cancelled: why is the tennis star being kicked out of Australia? ,2022-01-07T01:09:30Z,-0.25,negative,key individuals,novak djokovic visa cancelled: tennis star kicked australia?
Novak Djokovic visa cancelled: why is the tennis star being kicked out of Australia? ,2022-01-07T01:09:30Z,-0.25,negative,key individuals,novak djokovic visa cancelled: tennis star kicked australia?
Beijing criticises UK for creating ‘second-class citizens’ with Hong Kong visa scheme,2021-12-16T04:34:58Z,-0.0258,negative,international relations,beijing criticises uk creating ‘second-class citizens’ hong kong visa scheme
Beijing criticises UK for creating ‘second-class citizens’ with Hong Kong visa scheme,2021-12-16T04:34:58Z,-0.0258,negative,social policy,beijing criticises uk creating ‘second-class citizens’ hong kong visa scheme
Beijing criticises UK for creating ‘second-class citizens’ with Hong Kong visa scheme,2021-12-16T04:34:58Z,-0.0258,negative,hong kong visa policy,beijing criticises uk creating ‘second-class citizens’ hong kong visa scheme
‘I’m beyond devastated’: Sydney woman on bridging visa denied exemption to travel to UK funeral,2022-01-23T16:30:27Z,-0.6597,negative,key individuals,‘i’m devastated’: sydney woman bridging visa denied exemption travel uk funeral
‘I’m beyond devastated’: Sydney woman on bridging visa denied exemption to travel to UK funeral,2022-01-23T16:30:27Z,-0.6597,negative,community events,‘i’m devastated’: sydney woman bridging visa denied exemption travel uk funeral
Australia to let in vaccinated visa holders but tourists have to wait,2021-11-22T04:15:20Z,0.0,neutral,visa-related,australia let vaccinated visa holders tourists wait
"‘Stuck in limbo-land’: restrictions keep bridging visa holders trapped in, and out, of Australia",2022-01-20T16:30:06Z,-0.5267,negative,asylum policy,"‘stuck limbo-land’: restrictions bridging visa holders trapped in, out, australia"
"‘Stuck in limbo-land’: restrictions keep bridging visa holders trapped in, and out, of Australia",2022-01-20T16:30:06Z,-0.5267,negative,visa-related,"‘stuck limbo-land’: restrictions bridging visa holders trapped in, out, australia"
"Nearly 1,400 Afghans granted emergency visas never made it to Australia",2022-04-05T09:21:47Z,-0.1531,negative,emergency visas,"nearly 1,400 afghans granted emergency visas australia"
Australia is reopening but thousands of humanitarian visa holders remain stranded overseas,2021-11-17T03:41:38Z,0.0,neutral,social policy,australia reopening thousands humanitarian visa holders remain stranded overseas
"Australia has become a ‘guest worker state’ exploiting temporary visa holders, report reveals",2021-12-01T16:30:02Z,-0.4404,negative,temporary migration,"australia ‘guest worker state’ exploiting temporary visa holders, report reveals"
"Australia has become a ‘guest worker state’ exploiting temporary visa holders, report reveals",2021-12-01T16:30:02Z,-0.4404,negative,temporary migration,"australia ‘guest worker state’ exploiting temporary visa holders, report reveals"
Harvest looms but doubts remain about Australia’s promised agricultural visa,2021-09-22T17:30:27Z,0.0387,negative,agriculture visa,harvest looms doubts remain australia’s promised agricultural visa
Harvest looms but doubts remain about Australia’s promised agricultural visa,2021-09-22T17:30:27Z,0.0387,negative,agriculture visa,harvest looms doubts remain australia’s promised agricultural visa
‘Not without my partner’: refugees forced to choose between family in Australia and chance of US visa,2022-02-03T16:30:00Z,-0.25,negative,asylum policy,‘not partner’: refugees forced choose family australia chance visa
Australia offers visa fee refund to lure international workers and students as Morrison defends handling of pandemic,2022-01-19T07:35:45Z,0.0,neutral,visa policy,australia offers visa fee refund lure international workers students morrison defends handling pandemic
Australia offers visa fee refund to lure international workers and students as Morrison defends handling of pandemic,2022-01-19T07:35:45Z,0.0,neutral,employment,australia offers visa fee refund lure international workers students morrison defends handling pandemic
"Trapped in travel limbo for years, visa holders consider giving up Australia to see family",2021-12-01T23:08:50Z,-0.25,negative,visa policy,"trapped travel limbo years, visa holders consider giving australia family"
"Trapped in travel limbo for years, visa holders consider giving up Australia to see family",2021-12-01T23:08:50Z,-0.25,negative,visa policy,"trapped travel limbo years, visa holders consider giving australia family"
"Morning mail: visa holders’ travel limbo, Jenkins review action urged, ",2021-12-01T19:48:32Z,0.0,neutral,visa policy,"morning mail: visa holders’ travel limbo, jenkins review action urged,"
"Migration to Australia set to rebound to pre-pandemic levels, report finds",2023-01-02T14:00:18Z,0.0,neutral,economy,"migration australia set rebound pre-pandemic levels, report finds"
New Zealand stops taking visa applications from Afghans who assisted troops,2021-08-26T02:01:37Z,-0.1531,negative,international relations,new zealand stops taking visa applications afghans assisted troops
New Zealand stops taking visa applications from Afghans who assisted troops,2021-08-26T02:01:37Z,-0.1531,negative,visa application,new zealand stops taking visa applications afghans assisted troops
Novak Djokovic’s mother claims tennis star subjected to ‘torture’ after he wins visa court battle – as it happened,2022-01-10T15:03:48Z,0.2732,negative,key individuals,novak djokovic’s mother claims tennis star subjected ‘torture’ wins visa court battle – happened
Novak Djokovic’s mother claims tennis star subjected to ‘torture’ after he wins visa court battle – as it happened,2022-01-10T15:03:48Z,0.2732,negative,visa policy,novak djokovic’s mother claims tennis star subjected ‘torture’ wins visa court battle – happened
"Visas for international graduates could help solve worker shortage, think tank says",2022-03-21T16:30:30Z,0.3612,negative,education,"visas international graduates help solve worker shortage, think tank says"
"Visas for international graduates could help solve worker shortage, think tank says",2022-03-21T16:30:30Z,0.3612,negative,employment,"visas international graduates help solve worker shortage, think tank says"
As Australia’s economy recovers what must not return is the wage theft and abuse of short-term visa holders | Greg Jericho,2022-01-19T16:30:11Z,-0.6369,negative,economy,australia’s economy recovers return wage theft abuse short-term visa holders greg jericho
As Australia’s economy recovers what must not return is the wage theft and abuse of short-term visa holders | Greg Jericho,2022-01-19T16:30:11Z,-0.6369,negative,employment,australia’s economy recovers return wage theft abuse short-term visa holders greg jericho
As Australia’s economy recovers what must not return is the wage theft and abuse of short-term visa holders | Greg Jericho,2022-01-19T16:30:11Z,-0.6369,negative,temporary migration,australia’s economy recovers return wage theft abuse short-term visa holders greg jericho
NSW bans singing and dancing in venues and suspends elective surgery; Coalition defends Djokovic visa decision – As it happened,2022-01-07T07:37:16Z,0.0,neutral,government policy,nsw bans singing dancing venues suspends elective surgery; coalition defends djokovic visa decision – happened
NSW bans singing and dancing in venues and suspends elective surgery; Coalition defends Djokovic visa decision – As it happened,2022-01-07T07:37:16Z,0.0,neutral,controversies,nsw bans singing dancing venues suspends elective surgery; coalition defends djokovic visa decision – happened
Australian Christian Lobby criticises Scott Morrison for saying Ukrainians at ‘top of pile’ for visas,2022-03-02T16:30:44Z,-0.296,negative,controversies,australian christian lobby criticises scott morrison saying ukrainians ‘top pile’ visas
Senate blocks visa cancellation bill as Labor accuses Coalition of backing out of bipartisan deal,2021-10-20T02:41:51Z,-0.4939,negative,visa policy,senate blocks visa cancellation labor accuses coalition backing bipartisan deal
Senate blocks visa cancellation bill as Labor accuses Coalition of backing out of bipartisan deal,2021-10-20T02:41:51Z,-0.4939,negative,labor accuses coalition,senate blocks visa cancellation labor accuses coalition backing bipartisan deal
Australians found to overwhelmingly support path to permanent residency for migrants on temporary visas,2022-02-01T16:30:02Z,0.296,neutral,migration policy,australians overwhelmingly support path permanent residency migrants temporary visas
Australians found to overwhelmingly support path to permanent residency for migrants on temporary visas,2022-02-01T16:30:02Z,0.296,neutral,permanent residency,australians overwhelmingly support path permanent residency migrants temporary visas
Australians found to overwhelmingly support path to permanent residency for migrants on temporary visas,2022-02-01T16:30:02Z,0.296,neutral,temporary migration,australians overwhelmingly support path permanent residency migrants temporary visas
"Australia should grant temporary visas for all jobs earning over $70,000, report says",2022-03-15T16:30:07Z,0.3612,neutral,temporary migration,"australia grant temporary visas jobs earning $70,000, report says"
Judge orders New Zealand man who had visa revoked by Peter Dutton to be freed from detention,2021-11-19T08:11:30Z,0.0516,negative,legal issues,judge orders new zealand man visa revoked peter dutton freed detention
Judge orders New Zealand man who had visa revoked by Peter Dutton to be freed from detention,2021-11-19T08:11:30Z,0.0516,negative,key individuals,judge orders new zealand man visa revoked peter dutton freed detention
Judge orders New Zealand man who had visa revoked by Peter Dutton to be freed from detention,2021-11-19T08:11:30Z,0.0516,negative,key individuals,judge orders new zealand man visa revoked peter dutton freed detention
"Australia fast-tracked visas for Afghan army officers after warning of negative publicity, documents show",2022-03-28T22:30:06Z,-0.7269,negative,key individuals,"australia fast-tracked visas afghan army officers warning negative publicity, documents"
"Australia fast-tracked visas for Afghan army officers after warning of negative publicity, documents show",2022-03-28T22:30:06Z,-0.7269,negative,controversies,"australia fast-tracked visas afghan army officers warning negative publicity, documents"
"Peter Dutton’s migration cuts would cost budget $34bn over coming decades, thinktank calculates",2024-05-20T07:06:22Z,-0.296,negative,key individuals,"peter dutton’s migration cuts cost budget $34bn coming decades, thinktank calculates"
"Peter Dutton’s migration cuts would cost budget $34bn over coming decades, thinktank calculates",2024-05-20T07:06:22Z,-0.296,negative,economy,"peter dutton’s migration cuts cost budget $34bn coming decades, thinktank calculates"
"Peter Dutton’s migration cuts would cost budget $34bn over coming decades, thinktank calculates",2024-05-20T07:06:22Z,-0.296,negative,migration policy,"peter dutton’s migration cuts cost budget $34bn coming decades, thinktank calculates"
Afternoon Update: Taylor and Dutton at odds on migration; ‘Diddy’ faces new lawsuit; and Kiwi fined for trying to ‘body slam’ an orca,2024-05-22T07:02:17Z,-0.2263,negative,news,afternoon update: taylor dutton odds migration; ‘diddy’ faces new lawsuit; kiwi fined trying ‘body slam’ orca
Afternoon Update: Taylor and Dutton at odds on migration; ‘Diddy’ faces new lawsuit; and Kiwi fined for trying to ‘body slam’ an orca,2024-05-22T07:02:17Z,-0.2263,negative,migration policy,afternoon update: taylor dutton odds migration; ‘diddy’ faces new lawsuit; kiwi fined trying ‘body slam’ orca
Afternoon Update: Taylor and Dutton at odds on migration; ‘Diddy’ faces new lawsuit; and Kiwi fined for trying to ‘body slam’ an orca,2024-05-22T07:02:17Z,-0.2263,negative,legal issues,afternoon update: taylor dutton odds migration; ‘diddy’ faces new lawsuit; kiwi fined trying ‘body slam’ orca
Afternoon Update: Taylor and Dutton at odds on migration; ‘Diddy’ faces new lawsuit; and Kiwi fined for trying to ‘body slam’ an orca,2024-05-22T07:02:17Z,-0.2263,negative,key events,afternoon update: taylor dutton odds migration; ‘diddy’ faces new lawsuit; kiwi fined trying ‘body slam’ orca
O’Neil says migration system ‘broken’ – as it happened,2023-02-22T07:10:48Z,0.0,neutral,key individuals,o’neil says migration ‘broken’ – happened
O’Neil says migration system ‘broken’ – as it happened,2023-02-22T07:10:48Z,0.0,neutral,migration system,o’neil says migration ‘broken’ – happened
Albanese to welcome Chris Hipkins amid migration overhaul – as it happened,2023-04-22T06:23:35Z,0.4588,neutral,key individuals,albanese welcome chris hipkins amid migration overhaul – happened
Albanese to welcome Chris Hipkins amid migration overhaul – as it happened,2023-04-22T06:23:35Z,0.4588,neutral,migration policy,albanese welcome chris hipkins amid migration overhaul – happened
Guardian Essential poll: majority of Australians support rent freezes and migration cap amid housing crisis,2023-05-29T15:00:04Z,-0.3612,negative,economy,guardian essential poll: majority australians support rent freezes migration cap amid housing crisis
Guardian Essential poll: majority of Australians support rent freezes and migration cap amid housing crisis,2023-05-29T15:00:04Z,-0.3612,negative,economy,guardian essential poll: majority australians support rent freezes migration cap amid housing crisis
Guardian Essential poll: majority of Australians support rent freezes and migration cap amid housing crisis,2023-05-29T15:00:04Z,-0.3612,negative,migration policy,guardian essential poll: majority australians support rent freezes migration cap amid housing crisis
"Morning Mail: migration system is ‘broken’, Donald Trump accused of rape, Sydney’s ‘latte line’ deepens",2023-04-26T21:01:41Z,-0.7845,negative,migration system,"morning mail: migration ‘broken’, donald trump accused rape, sydney’s ‘latte line’ deepens"
"Morning Mail: migration system is ‘broken’, Donald Trump accused of rape, Sydney’s ‘latte line’ deepens",2023-04-26T21:01:41Z,-0.7845,negative,key individuals,"morning mail: migration ‘broken’, donald trump accused rape, sydney’s ‘latte line’ deepens"
"Morning Mail: migration system is ‘broken’, Donald Trump accused of rape, Sydney’s ‘latte line’ deepens",2023-04-26T21:01:41Z,-0.7845,negative,controversies,"morning mail: migration ‘broken’, donald trump accused rape, sydney’s ‘latte line’ deepens"
Budget reply speech 2023: Peter Dutton withholds support for jobseeker boost and doubles down on migration attacks,2023-05-11T10:31:01Z,0.3612,negative,government policy,budget reply speech 2023: peter dutton withholds support jobseeker boost doubles migration attacks
Budget reply speech 2023: Peter Dutton withholds support for jobseeker boost and doubles down on migration attacks,2023-05-11T10:31:01Z,0.3612,negative,key individuals,budget reply speech 2023: peter dutton withholds support jobseeker boost doubles migration attacks
Budget reply speech 2023: Peter Dutton withholds support for jobseeker boost and doubles down on migration attacks,2023-05-11T10:31:01Z,0.3612,negative,employment,budget reply speech 2023: peter dutton withholds support jobseeker boost doubles migration attacks
Budget reply speech 2023: Peter Dutton withholds support for jobseeker boost and doubles down on migration attacks,2023-05-11T10:31:01Z,0.3612,negative,migration policy,budget reply speech 2023: peter dutton withholds support jobseeker boost doubles migration attacks
Unusual sightings of ‘devil bird’ across Melbourne raise migration mysteries for researchers,2023-01-25T14:00:23Z,0.0,neutral,community events,unusual sightings ‘devil bird’ melbourne raise migration mysteries researchers
Unusual sightings of ‘devil bird’ across Melbourne raise migration mysteries for researchers,2023-01-25T14:00:23Z,0.0,neutral,community events,unusual sightings ‘devil bird’ melbourne raise migration mysteries researchers
Unusual sightings of ‘devil bird’ across Melbourne raise migration mysteries for researchers,2023-01-25T14:00:23Z,0.0,neutral,migration policy,unusual sightings ‘devil bird’ melbourne raise migration mysteries researchers
"Increased migration must come with planning and expanded services, councils say",2022-09-02T07:46:00Z,0.2732,neutral,government policy,"increased migration come planning expanded services, councils say"
Daniel Andrews backs federal plan to boost migration – as it happened,2022-08-14T07:56:26Z,0.3612,neutral,key individuals,daniel andrews backs federal plan boost migration – happened
Daniel Andrews backs federal plan to boost migration – as it happened,2022-08-14T07:56:26Z,0.3612,neutral,government policy,daniel andrews backs federal plan boost migration – happened
Labor vows to prioritise Australian jobs as it eyes migration boost ,2022-08-14T08:17:29Z,0.4019,neutral,government policy,labor vows prioritise australian jobs eyes migration boost
Labor vows to prioritise Australian jobs as it eyes migration boost ,2022-08-14T08:17:29Z,0.4019,neutral,employment,labor vows prioritise australian jobs eyes migration boost
Labor vows to prioritise Australian jobs as it eyes migration boost ,2022-08-14T08:17:29Z,0.4019,neutral,migration policy,labor vows prioritise australian jobs eyes migration boost
"Business lobby calls to open temporary skilled migration to all jobs earning more than $90,000",2022-08-26T20:00:02Z,0.0258,neutral,economy,"business lobby calls open temporary skilled migration jobs earning $90,000"
"Business lobby calls to open temporary skilled migration to all jobs earning more than $90,000",2022-08-26T20:00:02Z,0.0258,neutral,work visa,"business lobby calls open temporary skilled migration jobs earning $90,000"
"Refugee children handed anti-‘illegal migration’ playing cards, Australian charity says",2022-05-25T17:30:43Z,0.5574,positive,refugee visa,"refugee children handed anti-‘illegal migration’ playing cards, australian charity says"
"Refugee children handed anti-‘illegal migration’ playing cards, Australian charity says",2022-05-25T17:30:43Z,0.5574,positive,controversies,"refugee children handed anti-‘illegal migration’ playing cards, australian charity says"
"Refugee children handed anti-‘illegal migration’ playing cards, Australian charity says",2022-05-25T17:30:43Z,0.5574,positive,key events,"refugee children handed anti-‘illegal migration’ playing cards, australian charity says"
Understaffed sectors join NSW and Victorian premiers in calling for improved skill migration,2022-06-02T17:30:06Z,0.6486,positive,government policy,understaffed sectors join nsw victorian premiers calling improved skill migration
Understaffed sectors join NSW and Victorian premiers in calling for improved skill migration,2022-06-02T17:30:06Z,0.6486,positive,skilled migration,understaffed sectors join nsw victorian premiers calling improved skill migration
New clues shed light on ‘pivotal’ moment in the great Pacific migration,2022-04-22T20:00:34Z,0.6249,positive,migration policy,new clues shed light ‘pivotal’ moment great pacific migration
New clues shed light on ‘pivotal’ moment in the great Pacific migration,2022-04-22T20:00:34Z,0.6249,positive,key events,new clues shed light ‘pivotal’ moment great pacific migration
New clues shed light on ‘pivotal’ moment in the great Pacific migration,2022-04-22T20:00:34Z,0.6249,positive,migration policy,new clues shed light ‘pivotal’ moment great pacific migration
Former federal Labor MP Craig Thomson charged over alleged migration fraud,2021-11-17T02:59:26Z,-0.6808,negative,government policy,federal labor mp craig thomson charged alleged migration fraud
Former federal Labor MP Craig Thomson charged over alleged migration fraud,2021-11-17T02:59:26Z,-0.6808,negative,migration fraud,federal labor mp craig thomson charged alleged migration fraud
Former Labor MP Craig Thomson granted bail after being charged over alleged migration fraud,2021-11-18T06:14:58Z,-0.5574,negative,government policy,labor mp craig thomson granted bail charged alleged migration fraud
Former Labor MP Craig Thomson granted bail after being charged over alleged migration fraud,2021-11-18T06:14:58Z,-0.5574,negative,migration fraud,labor mp craig thomson granted bail charged alleged migration fraud
Cathedral bells ring out as New Zealand welcomes godwits after longest migration,2021-09-22T20:00:28Z,0.4019,neutral,news,cathedral bells ring new zealand welcomes godwits longest migration
Cathedral bells ring out as New Zealand welcomes godwits after longest migration,2021-09-22T20:00:28Z,0.4019,neutral,migration policy,cathedral bells ring new zealand welcomes godwits longest migration
Cathedral bells ring out as New Zealand welcomes godwits after longest migration,2021-09-22T20:00:28Z,0.4019,neutral,migration policy,cathedral bells ring new zealand welcomes godwits longest migration
Migration firm investigated over ads promising Vanuatu passports,2021-02-03T19:00:13Z,0.4019,neutral,migration policy,migration firm investigated ads promising vanuatu passports
